"id","issue_title"
24075456806,feat: allow the url to be specified on an annotation
23896976781,per frame annotations will be used in YOLOV?
23766894756,different annotated results while use gene symbol or protein ID
24111708738,feature: ggrepel-style placement of inset annotations
23756836344,@ModulePrivate annotation and modification of MCL
24067597920,Report the output via GitHub annotations
23783862208,image annotation
25486288346,Add examples for annotations
25486753210,Add notes for annotations
24951271054,Add notes and examples for annotations
25217236740,Add gene annotations to site metadata
25513962921,License Policy Violation detected in annotations-3.0.1.jar
25513963829,License Policy Violation detected in jakarta.annotation-api-1.3.5.jar
25222194895,Food annotation image app with Flutter -  Guide lines
25351372050,Files in cloned gists don't show the inline git blame when `show_line_annotation` is set to `true`
25135530629,streamline annotation selection
25135085579,Check and fix usage of bean validation annotations on collection attributes
25225581635,[Flow UI] Verify meta annotations classFqn
24992643664,"Invalid Change History - annotations/src/main/java/org.hibernate.cfg.AnnotationBinder#bindClass(XClass, Map, ExtendedMappings)$if(442-444)"
24995052938,"Invalid Change History - spring-webmvc/src/main/java/org.springframework.web.servlet.mvc.method.annotation.AbstractMessageConverterMethodProcessor#writeWithMessageConverters(T, MethodParameter, ServletServerHttpRequest, ServletServerHttpResponse)$if(184-187)"
24995091209,"Invalid Change History - spring-webmvc/src/main/java/org.springframework.web.servlet.mvc.method.annotation.AbstractMessageConverterMethodProcessor#writeWithMessageConverters(T, MethodParameter, ServletServerHttpRequest, ServletServerHttpResponse)$if(293-295)"
24995109352,"Invalid Change History - spring-webmvc/src/main/java/org.springframework.web.servlet.mvc.method.annotation.AbstractMessageConverterMethodProcessor#writeWithMessageConverters(T, MethodParameter, ServletServerHttpRequest, ServletServerHttpResponse)$if(230-250)"
24995131638,"Invalid Change History - spring-webmvc/src/main/java/org.springframework.web.servlet.mvc.method.annotation.AbstractMessageConverterMethodProcessor#writeWithMessageConverters(T, MethodParameter, ServletServerHttpRequest, ServletServerHttpResponse)$if(181-188)"
24995202167,Invalid Change History - spring-context/src/main/java/org.springframework.context.annotation.ConfigurationClassBeanDefinitionReader#loadBeanDefinitionsForBeanMethod(BeanMethod)$if(194-197)
24995244254,"Invalid Change History - spring-context/src/main/java/org.springframework.context.annotation.ConfigurationClassParser#doProcessConfigurationClass(ConfigurationClass, SourceClass)$if(248-254)"
24995306413,Invalid Change History - spring-context/src/main/java/org.springframework.context.annotation.ConfigurationClassPostProcessor#processConfigBeanDefinitions(BeanDefinitionRegistry)$if(298-300)
25441467272,"Invalid Change History - spring-webmvc/src/main/java/org.springframework.web.servlet.mvc.method.annotation.AbstractMessageConverterMethodProcessor#writeWithMessageConverters(T, MethodParameter, ServletServerHttpRequest, ServletServerHttpResponse)$if(181-188)"
25360416439,Upgrade JetBrains annotations to version 23.0.0
24963192485,Store annotations directly on Hypothes.is server
25070879572,type 'com.github.jengelman.gradle.plugins.shadow.tasks.ShadowJar' property 'transformers.$0.doc' is missing an input or output annotation.
25204925714,"-list-annotations, -list-annotations-json should respect range."
25018155624,Not able to create bottom annotation with gender information
25318804866,Error when trying to create column barplot annotation
25475688800,rect_gp for row_annotation 
25178679042,how to know which GO annotation (after binary cut) corresponds to which cluster
25156619656,"Optional associations miss the ""0..1"" annotation"
23130741874,`merge_sets` creates duplicates in `annotations.csv`
23165725472,enable type annotations as a third party dependency
23019569465,Variorum-annotated reference benchmarks
23072423114,Sequence annotations loaded from Benchling display in the opposite direction
23159544828,Typescript 4.7 - document.mjs.d.ts - Return type annotation circularly references itself
22904035298,[BUG] Cannot resume manual annotation
23681199225,Integrate with `annotated-types`
23746385488,BitbucketTagSCMHead does not receive an annotated tag date
23689044034,Process @NotNull annotation for entities
23745602431,contigs functional annotation with kofamscan
23181492404,Synthetic Dataset or Character Level bounding box annotations?
23191580524,License Policy Violation detected in javax.annotation-api-1.2.jar
23191588721,License Policy Violation detected in spotbugs-annotations-3.1.9.jar
23328575111,License Policy Violation detected in javax.annotation-api-1.2.jar
23364694953,License Policy Violation detected in javax.annotation-api-1.2.jar
23364702997,License Policy Violation detected in spotbugs-annotations-3.1.9.jar
23365152214,License Policy Violation detected in spotbugs-annotations-3.1.9.jar
23390776269,License Policy Violation detected in javax.annotation-api-1.2.jar
23390781894,License Policy Violation detected in spotbugs-annotations-3.1.9.jar
23390857253,License Policy Violation detected in annotations-3.0.1.jar
23390862210,License Policy Violation detected in javax.annotation-api-1.2.jar
23390865829,License Policy Violation detected in spotbugs-annotations-3.1.9.jar
23191703353,License Policy Violation detected in annotations-3.0.1.jar
23191710882,License Policy Violation detected in javax.annotation-api-1.2.jar
23191716409,License Policy Violation detected in spotbugs-annotations-3.1.9.jar
23321778543,License Policy Violation detected in annotations-3.0.1.jar
23321784219,License Policy Violation detected in javax.annotation-api-1.2.jar
23321787982,License Policy Violation detected in spotbugs-annotations-3.1.9.jar
23386815985,License Policy Violation detected in annotations-3.0.1.jar
23386823084,License Policy Violation detected in javax.annotation-api-1.2.jar
23386827963,License Policy Violation detected in spotbugs-annotations-3.1.9.jar
23391085562,License Policy Violation detected in javax.annotation-api-1.2.jar
23391091306,License Policy Violation detected in spotbugs-annotations-3.1.9.jar
23637997509,License Policy Violation detected in hibernate-commons-annotations-5.1.2.Final.jar
23322385625,License Policy Violation detected in annotations-2.0.0.jar
23322386646,License Policy Violation detected in jakarta.annotation-api-1.3.5.jar
23661149922,type annotations on fields
23377307316,"Project fails to build, cannot find Lombok annotations."
23188676308,Describe formLayout using Studio meta annotations
23261822265,[Flow UI] Describe DataGrid and TreeDataGrid using Studio meta annotations
23689680325,Consider allowing exposed REST services to have just a Component annotation
23192879657,Add @Nullable and @NonNull annotations
23244048114,order of columns in top annotation not matching the heatmap
23464332857,The order control throws error while adding numbers to top annotation in Upset plot
23656721164,Oncoprint: heatmap annotation not matching samples
23429523615,Output and Input annotations
23735488557,Add the ability to auto annotate not null fields with NotNull annotations
23735538762,Support @JdbcTypeCode annotation for diff generator
23559085799,Add micro data annotations
23395040077,"Null-annotating a lambda parameter type: when can it be, when must it be, what does it mean if it's not?"
23655093218,Associating taxonomic profile to annotated functions in SQMobjects
23358853730,Add step to edit pod annotation controller.kubernetes.io/pod-deletion-cost before scaling.
23413485305,Bug: Error while patching annotation coming from an empty RTTM
23678811435,Node serviceAccount should support annotations
23747826596,Example on annotation is failing v22.1.0.0
23473483211,"The annotation feature of this version of the annoRect () function may not stack, which I tried several times"
23410897632,Allow the ability to set custom annotations on the pvcs created for single-user pods
23261636119,Add geographic annotations
23262386608,Add type annotations and enable type checking with mypy.
21390175172,estimate relative read count/ subset read count for final annotation object
21433683839,Not all chromosomes present in reference annotations. 
21381654495,Creating KSA with annotation
21484643301,adding label on the image annotation 
21201950192,Include annotations in BIDS
21171285471,Add RateLimit annotation to controller classes and methods
25705731615,Multiple annotation processors result in duplicate resources in generated Kubernetes manifest
26062387797,Permit annotated source and units to be rendered in HTML5
25720872029,"ETQ qu'instructeur, je souhaite que le bouton ""sauvegarder"" ( dans les annotations privées) soit plus visible  "
25753512626,ETQ admin je peux appliquer le conditionnel sur les annotations privées
25834729483,com.intellij.diagnostic.PluginException: annotator: io.gitlab.arturbosch.detekt.idea.DetektAnnotator@3503f4a4 (class io.gitlab.arturbosch.detekt.idea.DetektAnnotator) [Plugin: detekt]
25849867379,com.intellij.diagnostic.PluginException: annotator: io.gitlab.arturbosch.detekt.idea.DetektAnnotator@7d38819e (class io.gitlab.arturbosch.detekt.idea.DetektAnnotator) [Plugin: detekt]
25895011593,com.intellij.diagnostic.PluginException: annotator: io.gitlab.arturbosch.detekt.idea.DetektAnnotator@67698245 (class io.gitlab.arturbosch.detekt.idea.DetektAnnotator) [Plugin: detekt]
25989842904,Add and document library annotations
24859236424,Feature Request: warn when annotations can't be added because of filePath mismatch
23526707980,Adding @Stable annotations for usage with Jetpack Compose
23304325560,annotate index
23304325940,annotate css
23665668507,Failed to retrieve gene2go annotations from URL [ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/gene2go.gz] due to corrupted GZIP trailer
20577766600,IAA breaks down for span-only annotations.
21018602689,handle from __future__ import annotations / ForwardRefs better
21036019081,Typescript annotation in Vue 3 with Vite
19570255494,Attribute annotations mentioned in the paper and training data
19607047370,add automatic DI for class using data annotation
19596505285,Data annotation with ABP base clases  like AuditedEntityDto?
19687357302,Package index lacks Sublime Text compatibility annotations
19646325023,"Annotation issue - ""No information"" when there are many annotations"
19679793148,ESLint (stylish?) pattern matcher not annotating output
19810361154,"basic questions about ActiveJ Serializer. overflow, public field, annotation, platform independent, thread safe."
20130340775,deg_annotate: add header
20296095189,the vcf file and the annotation file don't match
20062261339,Review annotations to precomposed terms under GO:0046019 regulation of transcription from RNA polymerase II + development
20071176780,Review annotations to GO:0007569 cell aging & regulation children
20149767979,protein phosphorylation annotations - review single step BP
20158146369,Review annotations to PMID:11711434
20199994831,Review annotation to GO:0010848 regulation of chromatn disassembly
20201532768,Review annotations to GO:1903097 regulation of CENP-A containing nucleosome assembly & children
20201735021,Review annotations to histone exchange
20242564501,Review annotations to     GO:0009373 Name     regulation of transcription by pheromones & children
20242902112,Review annotations to regulation of transcription from RNA polymerase II promoter + development
20335660670,"Review annotations to DNA repair, DNA incision"
20377026775,Reiew annotations to GO:1905616 regulation of miRNA-mediated gene silencing by inhibition of translation 
20388051771,GO class (direct) annotation of VNN1
20409278195,Review annotations to GO:0046999 regulation of conjugation
20458660745,review annotation to  GO:0000767 cell morphogenesis involved in conjugation 
20250247047,consider adding OWL annotations pointing to external terms referenced in a logical definition
20387902479,GO class (direct) annotation of VNN1
20319494721,Change fail mode to GORULE:0000016 With/From: IC annotations require a With/From GO ID
20418073917,Change fail mode  BACK for GORULE:0000016 With/From: IC annotations require a With/From GO ID when ECO changed
20494695511,All Plasmodium falciparum 3D7 annotations are missing from the 2022-02-24 release candidate
22871523398,"In the daily/weekly updates, total annotation counts don't sum up to the total"
23000330788,Pipenv support for annotations
24060708951,Query annotation for repository methods
24096487557,Could OrderBy be better specified annotatively?
23818399676,Add initial interface and annotations on Jakarta Data
23945568806,Wrong dask typing annotations
24080237035,Multiple queries cause TimeoutException when using @Transactional annotation
24100483038,Allow removing empty parentheses after removing all pairs from an annotation
23963944297,Issue with annotations display using `from __future__ import annotations`
23762913656,"Should `Node.extract_subtree` return Tree, not seed node, & copy annotations?"
23826289783,Type annotations are not compatible with python 3.8
23960688062,Use annotated tags when releasing
24086999261,[FP]: graphql-java-annotations-9.1.jar flagged with cpe:2.3:a:graphql-java_project:graphql-java:9.1:*:*:*:*:*:*:*
24117846756,Support @Singleton annotation
23835918646,The trouble when I used annotation @Cacheable
23781652366,Part_C annotation
23818302200,View annotations renaming
23813157872,Need to Fix @ annotations for imports
23819362921,Error: number of observations in top annotation should be as same as ncol of the matrix
23935094365,"Warning messages:  Values in row annotation """"  have a different order of names from the matrix row names."
24000199257,color code for HeatmapAnnotation/top_annotation changes and is inconsistent. Is the a option to mimic pheatmap here?
24010900623,re-order columns by text_annotation
23904839791,"2020/07/06/block-annotation-over-several-slices/"
23999427897,Some input files already annotated
24088226582,`crypto` extra requires outdated `types-cryptography` type annotation stubs
24145887601,about the audioset-laughter annotations
24170074820,annotationsST
24178034846,annotation miss bug
24173675978,Remove language about applicators aggregating annotation results
24078517754,The value of the examples annotation should be an object or an array
23963407788,Docs on how to approach annotating an existing codebase
23962341548,Recognize annotations from org.jspecify.annotations or whatever new package we might pick
24097993186,getRequiredTestMethod().getAnnotations() doesn't return meta-annotations
24901827801,Remove type: ignore once evaluate_policy type annotation generalized
24899489791,Corrupted ScreenC-annotation CSV
24572060780,Bij ‘annotaties’ worden alle soorten annotaties verzameld onder ‘gebiedsaanwijzing’?
24572184538,Term annotaties niet duidelijk voor leek.
24383905055,Support arbitrary axiom annotations
24756677954,oak lib:cli.annotate() may need some redesign.
22409359577,boxes annotation
22218301728,Add annotations throughout
22537082809,Making area annotations does not enable saving
22404822895,new phpunit coverage annotations @regression @regression-slow
19734793700,Return entities with their annotations
19949464803,Segmentation GT masks for MOT-17 OR Tracking GT annotations for MOTS
19843603495,Add an annotation attribute to map properties to be ignored by sanitize injection
19830551319,lines with `local` annotation not covered
19922928072,[BUG] series_annotation does not slice correctly
19875722857,Regex annotation does not work on main push
21391108163,"Add eggnogmapper annotations (filereader, db schema)"
21104531800,Review annotations to histone phosphorylation
21126259518,Review annotations to  GO:0016576 histone dephosphorylation
21192262495,Review annotations to GO:0018298 protein-chromophore linkage and descandants
21382770156,Remove annotations to GO:0018660 (reaction does not exist).
21483432792, Review annotations to GO:0004744 retinal isomerase activity
21524433129,C. elegans WBGene00016619 annotated to GO:0050728 'negative regulation of inflammatory response'
21108144855,Obsoletion notice: alpha-1-microglobulin-chromophore linkage (no annotations)
21253130740,terms not for direct annotation
21121211126,Duplicate 'root' MF annotations in the GPAD should be filtered
21063794006,Load the non-mouse annotations made by MGI curators
21423431312,Feature request: remove existing root annotation automatically when enter a new annotation to the same aspect.
21499108479,"""during"" annotations are not visible in the visual pathway editor"
21187441644,Cascade evidence changes for (conventional) BP annotations
21404941369,Severe annotation drop reported in release pipeline
21410763076,document list node class annotations
21291418574,Symbol type is not visible in annotations styles
21029587699,[admin][judge] Tedious to see which annotator corresponds to a given judge
20801217212,JmixModule annotation
20735835399,Add annotation
20931039377,How to convert annotation - json format to pascal voc xml file for YoloV2
20796417068,Add annotated disjunction
20973867169,"Add support for annotations in deployment, daemonset and statefulset templates"
21046806403,with/from not accessible when I try to edit a row in the annotation table
20830719421,[Support] How the annotation words
20840579642,Create automatic tests of the annotated datasets when done
20399116811,Type annotated class attributes aren't extracted
20420196308,Add @PlatformAPI annotation for implementation-specific API
20033221151,Update format-input-annotations
20411526298,Store version of annotation tools used to ensure reproducibility
20337711885,"Not all clusters were annotated when ""per-cluster"" method was used"
20190376417,"8. A README file in your Data folder that, depending on your project,  proposes an annotation scheme, proposes a way of filtering your data to a more representative set, proposes additional manipulations that you need to run on the data"
20093463665,Manually annotate manual-tweets.csv
26083744593,annoying line annotations
26134273187,新版本1.6.4 windows下无法进行pdf annotate了
26129729934,Develop an updated method of comparing annotated imagery
26113229063,Cannot resolve parameters in Python <=3.9 when using future annotations
26090292768,Add annotations as conversation in single text mode
22312034217,[Idea] Add time graphs annotations
22338423882,ImportError: cannot import name 'Gt' from 'annotated_types'
22341848657,request help: ingress annotations support ApisixService
22150373907,Version annotations in capability matrix
22150524559,annotations should support custom messages and classes
22151501493,Missing DoFn annotations documentation
22151580118,@DefaultCoder annotation should work with Create
22154851594,Hidden annotation does not hide methods from help text
22154974512,Go code should get standard URNs from proto annotations
22157284540,Use annotation based parameters for SDF on Java
22157993742,Remove experimental annotation from stable transforms in Java HBaseIO connector
22160502955,Remove experimental annotation from stable transforms in Java BigTableIO connector
22160522990,Mockito incompatible with annotation-driven API; can we find a clean workaround or remove Mockito?
22160823080,Remove experimental annotation from stable transforms in Java HBaseIO connector
22161690846,AutoValue Schema unable to work with auto-value-gson-annotations objects
22161948132,annotations_test fails in some environmens
20546162339,FileNotFoundError: [Errno 2] No such file or directory: './datasets/rhd_dataset/train/annotation.pickle'
20617728430,how to convert the annotations to train with yolov5?
20730701775,How to convert VisDrone-Dataset to yolov5 annotations?
20674026493,"you can use lombok annotations instead of manually creating constructors, getters and setters"
20674030729,"you can use lombok annotations instead of manually creating constructors, getters and setters"
20611459919,is indel  splicing  annotation meets the specifications HGVS？
20797721313,Converting annotated VCF to txt file
20691573209,feat(Open Response): Save CRater ideas in annotation
20654250340,"[Docs] Add crun ""-smart"" annotation"
23051179108,Refactor entity classes using lombok annotations
20916107098,Implement code annotations in GitHub Action runner
20986222826,`latest` tag as annotated tag affects tooling
20811707200,@lunit/insight-viewer/Annotation mode 변경 시 기존 annotation 삭제 버그
20579741616,Drop support for the ThreadIdNameMapping crash annotation (sometimes in 2023)
20905601907,Clear annotation.Region from annotation datatype
20925399492,Deploy universal Geo2 annotation in unified views
20555461642,NoRouteToHostException error from annotate_vep_mnv.py
24032263254,Use annotations to post ML algorithm scores
24129848479,Using special characters in pod annotations values
24194151815,Support for using new real-time runner status updates with custom service account annotations
24061203821,Type annotations corrections needed
24061211345,Type annotation corrections needed
23992785492,Flow: enable `experimental.enforce_local_inference_annotations` option
24179634935,Javadoc doubling up on TYPE_USE annotations.
23696566717,Integrate recipe to annotate sentences with openNLP
23598803936,Action conflict when an annotation exists for the first point on a time axis
23238387518,update public transcription display to pull content from annotation server 
23639605386,update annotation controller so deep zoom doesn't autoscroll the page when in edit mode
24612228462,lemmy-help v0.8.0 breaking  `Returns` annotation
24519742070,Include the option for adding annotations and labels
24743417935,how object without lidar or radar points annotated?
24766775781,No sample annotations in test split for prediction challenge means we should ignore ego interacting with neighbor vehicles in the model?
19962138639,annotation @method not correctly parsed
19586227755,About the trace during behavior annotation
19933840414,annotation upload process
19550758933,Client.slash_command fails when annotations future is enabled
19565018548,Funannotate update error
19610828701,A Funannotate update error!
19792022548,update genome annotation
19952024758,Epiweeks annotations crash on invalid date column values
19817148941,parsing of VEP annotated VCF files fails
19994675476,Add VEP to annotate SV subworkflow
19780337587,Default genomes and genome annotation
19935421861,"Consider adding annotations for UCL, LCL and mean"
19870813849,No annotations file available
25325192719,Does annotated dataset available?
24947324230,annotate does not add comments into BEGIN statement
25468645668,Author comment not annotated with @author tag
25469985024,FlowType annotation no semicolon
25415221367,Splice AI annotation help
25261169819,Auto-generate simple docs from the type-annotated code.
25268044668,Annotation Tab name and date of the person annotating instead of number and today's date
25005748972,Spring AOP implementation with annotations
25055652839,Add CSO annotations to release
25511379203,Java EE 6 servlet annotations
25000212111,What is the smallest size that can annotate?
25017482043,Deduplication of `@Repeatable` annotations (especially reached through `@Implies`)
25017616303,What happens when a `@Repeatable` annotation is declared to imply a non-`@Repeatable` annotation?
25018005996,What do we need to say about container annotations for `@Repeatable` annotations?
25018203128,"Do we guarantee anything about the ordering of annotations, mainly `@Repeatable` ones, across `@Implies`?"
25321417295,Coordinate with tool/language owners to add our annotations to their configured lists
25197983908,Author annotations with publist
25385929761,Parse_annotations() error subscript out of bounds
25120775128,issue when using @RetryingTest annotation
25501083580,Add support for composed annotation to all annotations
25501362668,Remove @Inherited from annotations and upgrade utils to find them
25016349344,Missing model annotations
23853566851,Turn annotations into a lighter colour to deemphasize them in the Sway Book
24179767382,Provide an example on how to use event times as annotations/triggers in MNE
24113763035,Selecting protein sequences after merging annotation sets; what do the anno1 and anno2 prefixes mean in gtf file?
24198913960,Original dataset annotation  原始数据集标注 
19847918377,Create napari plugin to add annotations
19645005366,Support image annotations
19751236105,Request: annotated version of installed.jpg
19886514683,doc/chore: clean up concepts and implementation around inference of response models from type annotations
19600427082,"Add, edit and remove annotations"
19602565722,User annotation collection 
23281961588,Attribute annotates redefined
23684465573,Support for output of github actions in annotation format
23577505166,custom annotations/labels for statefulsets/pods 
23530724284,"When I need to add a kernel module in the kata container, I use the annotation io.katacontainers.config.agent.kernel_modules, but I find that it doesn't work, it always prompts that the module cannot be found"
23608349917,cri-o annotations have been moved to podman
23653861265,Skip test from kata/cri-o CI that use the create_runtime_with_allowed_annotation helper function
24608462745,aws_cdk.Annotations: annotations not applied if using stages
24652200302,Lambda annotations YAML generation does not support short hand syntax
24792568752,[EKS] [Fargate] [request]: Update ulimits using annotations
24702116953,[Bug]: Misparsed Flow comment type annotation with a nested comment
24599406924,[MissingAnnotationEmptyState] Specify multiple annotation lines
21658994845,@experimental annotation doesn't work for inline macros
21561697706,Improve type annotations
21635084499,Remove annotation from non detected camera image
21876805601,Create a conversion tool from annotations file format 1.0 to 2.0
21810629008,Update code generation for enum annotations
22035131268,`@Todo` annotation
22036163828,`@Description` annotation
22036210620,Rename `@Unused` annotation to `@Remove`
22040503561,NPE if `@Pure` annotation and another annotation are used on the same API element
21870666391,Add rust-docs annotations/comments
21669869038,Unsupported type annotation: list
21672626233,"Make support for `list`, `tuple`, `dict` ... type annotations"
21781172032,Lens should honor kubectl.kubernetes.io/default-container annotation
21961732382,Change re.Match and re.Pattern annotations to Any
21599747921,Gene annotations
21721811151,WARNING: No GeneHancer annotations available
21754767424,Output file is .tmp.tsv file and .unannotated.tsv file
21980470589,Documentation still showing old annotations
21805090955,Provide a way to get the original file name of a multipart file in annotated service
21655336990,Helm : Add the ArgoCD annotation on some resources to ignore change
21762767312,add jackson annotation to javagen
21810321308,Keyboard shortcuts for annotations
21879562481,annotation problem and overlapping genes
21623211743,"""litmuschaos_experiment_verdict"" annotation is visible continuously even after the experiment has completed"
21803057018,How to download the various annotation files from UCSC table browser?
21704699300,inaccurate MANO annotation
21793438071,pdf注解丢失 pdf annotation page lost when close and reopen it.
21796057314,Citations of annotations on PDF file opened via zotero link do not work on another computer
21646470669,[BACKPORT][v1.2.x] Allow to add annotations on the serviceAccount managed by the helm chart 
21762240773,from __future__ import annotations problems...
21851584891,Possible annotation schema additions
21970770864,"Write text on different names related to cell types (naming, identification, classification, annotation, etc)"
21570328184,Bed annotation
21940201222,How to download the 12 games and annotated half?
21641632667,[Bug]: Browse annotations for data attributes returns empty column
21572297907,Plugin load issues due to resolution tries of non-runtime annotations
22162236384,Change org.apache.beam.sdk.extensions.ml.CloudVision to associate the AnnotateImageResponses with the image data used for the annotation
22162463222,Support type hint annotations on CombineFn add_input() and extract_output()
22162491102,Support type hint annotations on @ptransform_fn functions
22163286571,beam crash when annotating function with typing.Protocol
22163516850,Artifacts that use vendored calcite 1.28.0 fail with annotation processing error in :compileJava
22163778878,PipelineOptions getters can produce null even if not annotated Nullable when no Default is specified
22164169199,Convert all type comments to type annotations with com2ann
22285162368,[Improve][Sort] Remove the dependency of spotbugs-annotations
22166100806,[Task] simplify the use of client annotations with @AliasFor
22119315830,Navigate to source does not work for annotation with default value of type Class
22470652642,[SCB-2540] support @RequestMapping annotation
22425548516,how to add annotation to radialbar chart
22796706392,Convert @NonNullByDefault to @NonNull annotations on arguments that are not @Nullable
22643196180,how to annotation cell points
22973404880,"Add a ""Delete this data"" button in the annotation interface"
22647336851,How to fetch annotated relations via DoccanoClient?
22880934174,Warning annotation appears in Github Actions when post-build tries to clean up the builder
23097569400,Add Swagger annotations to Page API
23097571684,Add Swagger annotations to ContentTypes API
23097574004,Add Swagger annotations to Content API
23097575586,Add Swagger annotations to Navigation API
23097578929,Add Swagger annotations to Bundle API
23033678062,Generate type annotations to prevent error TS2742: A type annotation is necessary
23160978905,Data annotation ErrorMessage not working in asp.net core 6 razor pages for DateTime property
22980757381,AutoInclude via data annotations
23150186105,Should pre-convention configuration overwrite data annotations?
22782524218,Fix NRT annotations on `XmlProcessingInstruction`
20161286107,Some type annotations cause false positives in type checkers
20152642012,Type annotations needed.
20273155746,Default draw and annotate pen color to last used
20389168519,Reconcile Control Groups v1 annotation
20237464410,Verify emitter annotation
20032965408,docker-compose yaml files have to much author annotations
20473191472,Permit type holes in function argument and return annotations
20155012143,"""Mark Annotation As Complete"" - no prompt to save annotations"
20155689290,Remember annotation labels if exit ANNOTATE and return
19968342174,add annotations to each function
19744871237,Move signature content from a blob to annotations
21270091430,Define custom annotations for a bundle
21315394472,Distracting GUI annotations
21291864280,[no text] when org-annotate-display-notes
21097317261,Do you use the raw OCID dataset for Evaluation? Does it has the amodal_annotation? Thank you very much!
21078249033,Java: `ArrayInit.getInit` has indices < 0 for annotations
21359042943,Fix CPU limit annotation
21384054020,"API endpoints for indexing manifests, annotation lists, checking if they are indexed"
21321114421,What's the cool [Signature] annotation everyone's using?
21401903498,Script editor no longer has a button to add warning ignore annotations (as it did in `3.x`)
26098667341,"All classes, interfaces, enums and annotations must belong to a named package"
26098686165,"All classes, interfaces, enums and annotations must belong to a named package"
26098687508,"All classes, interfaces, enums and annotations must belong to a named package"
26145394647,Mixin annotation on a class that is in default package?
26088451836, Have the annotated_excel file?
26131921623,KtorDsl annotation for dsl methods
19644010165,Type annotations missing on PyPI
19845679961,mx-bili-plugin与ob中的annotator（0.1.9）插件冲突，开启annotator（0.1.9）后无法开启mx-bili-plugin
19816821838,Missing type annotations.
19720669445,Incorrect width and height when using @Preview annotation
19889613723,Order parameter in showkase annotation
19900899877,"""annotation type not applicable to this kind of declaration"" with KSP"
19863984006,org.apache.maven.plugin-tools:maven-plugin-annotations (version 3.6.2) has newer versions: 3.6.4
19778947093,Add type annotations
20822632623,Linking an annotation targeting a canvas to the Manifest
20891105329,New variants added to my annotated VCF?
20600380153,Koin annotations has a dependency on junit
20652623648,Adding type annotation for class instance
20811108144,Traverse linkedRPC to find specific value based on blueprint annotation
25024184545,Request for annotated images
25340412213,Allow creating cca annotations from existing table
25006866092,TypeError in annotateTSS.py when using GTF
22306111514,Enable search by annotation info that exists in the supplemental data on EnzymeDB landing page
22167522993,Balls annotations
22269790594,[Clarifications] Difference between @PartitionKey (Spring annotation) and partition_key_path (Container parameter)
22529538580,【auto_route_annotations】I want to pass an argument to the toilet.
24199029488,Crash on annotate
23787165566,About the annotation files of AI-TOD
23997595102,Why do we still have to add to the list without an annotation on the pvc?
23964133835,IndexError: list index out of range in annotate_alphabets.py
23841711597,Create image annotator tool
23841800447,Create image annotator tool
24192755663,Make annotation level configurable
24152024762,store lightweight annotations when only needed for other applicator keywords
23986764301,provide option to collect and return all annotations
24038653379,Unwrap warning on size constraint annotation
23759428599,Add cluster annotation to proxying objects
24128289653,override plaintext json marshal error when i add a label or annotations
24134273061,"when deleting labels in workload annotations, member clusters are not deleted together"
23840124929,Fix some comments in libs/kata-types/src/annotations/mod.rs
24192256672,Calculate annotationWinMb across chromosomes
24008027544,"Define and document the new APIs (pkg/apis/workload) - PVC, PV, labels, annotations, feature-gate, etc."
23761034418,Provide annotation information from resource in all CloudEvents
21655271153,Property annotations on nested objects
21857359449,Initial discussion around annotation features
22008692463,Top level expressions without type annotation may lead to wrong type inference in methods relying on them
24380292986,[Bug]: BLangNodeBuilder doesn't include the annotation attachment positions into FunctionDefinitionNode position
24663578768,[New Feature]: Add annotation-attachment support for tuple types 
24694207689,[Task]: Generate typedesc for types to allow member annotations
24742275416,[Bug]: Getting a `BLangFreezeException` when having `string:RegExp` in annotation
24391408268,Change `AzureFunctions` annotation to `Function` 
24592771259,Multiple annotation compiles without any error
24633014105,Provide support for payload annotation on return statement
24658894207,Validation for not having @http:Payload annotation on non-HTTP trigger functions' input parameters
24692440236,Add supported types for CosmosDBOutput annotation
24667012634,ServiceAccount annotation is only added to logging-operator serviceaccount
24574481641,Set the prometheus metrics annotations in resource files
24633621506,Attribute with collection with generic annotation return type generates incorrect PHPDoc
24582174434,The pip_repository_annotations example does not have a README
25039044389,Can't add sources to build.yaml flutter_translate_annotations
25137343385,Get_annotation_features style
25206330203,Implement ```parser.process_file``` for unannotated files
25257456717,Implement regex style parsing for annotated and unannotated documents
25404247870,Add unannotated neighboring elements
25341057683,Java: Include annotations in `af` and `aF` textobj
25515872140,CC | Enable CoCo configuration changes through Kubernetes annotations  
25421926909, The text annotations of the two classes are the same.
25452187388,Use @Nonnull annotations on Java models and generate strict TypeScript
25476576105,Extend the AST and concrete syntax with support for annotations 
25525378544,Error in using external annotation in plot_phylo_heatmap
24484832856,BlenderBim - Angle annotation tool does not relate to drawn angle?
23963977106,Register Fulfillment (and other special) services with @Service annotation
24074117236,"Add ""Start"" and ""Finish"" annotations on the map"
24066102370,Strictness annotations on patterns and constructor arguments
24058534736,Allow users to edit annotation templates that already have been annotated
24058595339,Add new annotation types
23992654692,lift-input-annotations-to-asm-annotations.awk: line 108: regular expression compile failed (syntax error ^* or ^+)
24111300689,lift-input-annotations-to-asm-annotations.awk  2D annotation file
23809766856,Throwing exception even when no ShowkaseComposable annotated function is private or internal
24004873065,Convert AirbyteConfigValidator to Micronaut annotated singleton
24005052502,Convert AirbyteVersion to Micronaut annotated singleton
